cow_id,parity,blood_calcium_mg_dl,blood_phosphorus_mg_dl,body_condition_score,days_to_calving,milk_yield_day1_kg,activity_level_score,dietary_cation_anion_difference,feed_intake_kg_day,rumination_minutes_day,behavioral_pattern,emergency_vet_required,stage
COW-2228,3,9.35,5.93,3.0,9,25.7,7.0,22.9,23.5,529.4,Lethargic,No,Normal
COW-2229,7,5.24,6.91,3.9,19,17.7,3.0,37.2,11.1,196.0,Unable to stand,Yes,Moderate
COW-2230,3,6.1,4.36,4.0,14,36.1,4.4,-13.9,15.1,353.5,Unable to stand,No,Mild
COW-2231,2,3.84,6.34,3.7,28,42.3,0.9,19.5,8.9,170.9,Unable to stand,Yes,Critical
COW-2232,1,9.15,3.01,2.6,1,35.6,9.1,24.6,21.9,535.2,Muscle tremors,No,Normal
COW-2233,5,9.67,5.83,3.1,19,26.5,8.9,-4.2,22.7,594.1,Reduced movement,No,Normal
COW-2234,6,9.21,5.15,3.7,-1,13.6,9.3,34.3,21.7,524.0,Reduced movement,No,Normal
COW-2235,1,7.29,6.4,4.9,23,35.1,5.8,-2.9,20.0,360.9,Reduced movement,No,Subclinical
COW-2236,2,8.57,4.4,3.8,23,41.3,7.0,-9.9,22.1,468.0,Reduced movement,No,Normal
COW-2237,2,6.72,6.8,2.1,12,28.9,4.6,21.2,15.2,344.4,Normal movement,No,Mild
COW-2238,8,5.74,3.44,3.7,12,10.0,2.4,23.3,10.9,219.7,Lethargic,Yes,Moderate
COW-2239,3,6.02,4.38,2.5,5,18.2,3.2,-12.5,15.8,253.2,Reduced movement,No,Mild
COW-2240,4,8.9,6.09,2.1,8,22.8,7.9,26.6,18.4,517.4,Lethargic,No,Normal
COW-2241,7,5.14,3.04,3.1,29,16.1,2.1,31.4,14.3,236.8,Muscle tremors,Yes,Moderate
COW-2242,3,8.92,7.06,2.8,28,35.0,7.5,33.6,18.8,484.4,Unable to stand,No,Normal
COW-2243,6,4.74,5.84,4.9,22,16.0,0.7,31.0,10.0,143.9,Muscle tremors,Yes,Critical
COW-2244,5,9.71,3.98,2.9,29,26.3,9.8,-10.0,23.6,575.3,Unable to stand,No,Normal
COW-2245,3,10.3,3.57,3.4,3,11.8,7.7,-5.1,22.9,592.4,Reduced movement,No,Normal
COW-2246,4,5.82,4.21,3.7,16,28.4,3.0,-9.9,12.2,286.1,Lethargic,Yes,Moderate
COW-2247,3,10.16,3.7,4.4,0,28.1,7.1,19.4,21.4,575.7,Normal movement,No,Normal
COW-2248,2,8.03,7.24,2.1,-5,37.3,5.6,27.6,15.8,391.4,Normal movement,No,Subclinical
COW-2249,1,5.08,3.41,4.1,25,43.4,2.3,-9.6,13.2,256.4,Unable to stand,Yes,Moderate
COW-2250,1,6.71,7.94,2.9,2,37.8,4.5,12.7,15.6,357.9,Lethargic,No,Mild
COW-2251,5,6.14,5.7,2.9,28,41.9,4.1,-10.8,12.9,350.2,Reduced movement,No,Mild
COW-2252,5,5.45,5.54,3.4,-3,31.0,3.6,-14.8,10.2,236.3,Lethargic,Yes,Moderate
COW-2253,7,5.31,5.65,3.2,2,18.3,2.7,-6.8,10.5,241.9,Lethargic,Yes,Moderate
COW-2254,6,7.52,5.88,4.2,30,35.0,5.1,19.4,16.6,375.5,Normal movement,No,Subclinical
COW-2255,4,7.57,6.93,2.1,28,16.5,6.7,-11.5,17.8,442.7,Lethargic,No,Subclinical
COW-2256,2,5.78,7.58,4.2,11,31.9,2.5,-0.8,11.7,286.8,Reduced movement,Yes,Moderate
COW-2257,8,7.7,6.82,3.6,-1,24.0,6.9,-1.7,17.6,406.7,Normal movement,No,Subclinical
COW-2258,7,9.74,6.35,4.2,21,20.4,7.9,-13.9,19.2,535.7,Muscle tremors,No,Normal
COW-2259,3,6.33,4.55,4.3,0,26.2,4.5,-12.8,15.2,282.1,Muscle tremors,No,Mild
COW-2260,7,8.81,7.37,2.6,9,35.2,9.8,5.3,20.6,493.6,Unable to stand,No,Normal
COW-2261,5,6.17,5.35,2.9,12,40.2,4.7,13.2,16.4,350.3,Unable to stand,No,Mild
COW-2262,1,8.08,5.5,2.5,12,21.6,6.5,38.5,16.8,433.4,Muscle tremors,No,Subclinical
COW-2263,1,6.61,7.97,2.9,8,42.1,3.7,-3.5,13.7,345.9,Lethargic,No,Mild
COW-2264,5,9.67,7.03,4.4,0,13.3,9.7,18.0,18.9,559.3,Unable to stand,No,Normal
COW-2265,2,7.76,6.15,2.6,8,14.7,6.2,20.4,16.0,439.0,Reduced movement,No,Subclinical
COW-2266,7,10.21,6.06,3.5,15,44.7,9.2,-9.8,24.7,587.7,Unable to stand,No,Normal
COW-2267,1,5.01,3.15,2.3,21,13.9,2.4,-8.0,13.7,299.7,Unable to stand,Yes,Moderate
COW-2268,1,7.34,4.32,2.9,2,43.6,5.8,34.9,17.4,455.4,Normal movement,No,Subclinical
COW-2269,4,5.35,3.38,3.8,2,40.5,3.2,20.2,10.4,286.3,Unable to stand,Yes,Moderate
COW-2270,5,8.95,5.93,4.3,21,16.8,8.2,29.8,21.3,575.7,Reduced movement,No,Normal
COW-2271,3,3.6,3.46,4.8,13,14.6,1.2,14.5,6.0,130.2,Normal movement,Yes,Critical
COW-2272,1,5.7,5.18,4.4,-3,28.2,2.7,-9.7,11.4,227.5,Reduced movement,Yes,Moderate
COW-2273,1,8.31,7.42,3.1,20,41.0,6.9,-10.1,19.4,358.3,Normal movement,No,Subclinical
COW-2274,8,7.1,6.84,2.8,16,22.5,6.9,30.0,16.1,492.9,Unable to stand,No,Subclinical
COW-2275,7,7.8,5.81,4.7,8,44.4,6.0,30.7,19.2,413.7,Lethargic,No,Subclinical
COW-2276,1,6.1,7.93,4.3,16,20.4,3.6,11.2,15.3,369.1,Unable to stand,No,Mild
COW-2277,3,6.37,3.62,2.3,18,25.8,3.4,23.2,15.9,342.2,Unable to stand,No,Mild
COW-2278,6,5.89,5.87,4.8,23,44.7,3.2,17.1,8.5,214.7,Reduced movement,Yes,Moderate
COW-2279,7,8.07,4.48,3.7,24,13.1,6.1,13.7,16.9,467.1,Reduced movement,No,Subclinical
COW-2280,6,7.81,5.83,2.9,27,41.1,6.3,16.3,17.8,372.0,Reduced movement,No,Subclinical
COW-2281,4,3.65,6.9,4.3,22,24.1,1.8,15.8,8.8,106.8,Normal movement,Yes,Critical
COW-2282,1,8.39,6.82,4.9,-4,32.5,5.9,-5.4,17.0,367.7,Reduced movement,No,Subclinical
COW-2283,4,9.54,4.81,2.7,28,14.8,7.7,34.3,22.7,540.4,Normal movement,No,Normal
COW-2284,5,5.75,3.59,2.4,22,21.9,3.8,15.2,14.7,286.5,Reduced movement,Yes,Moderate
COW-2285,6,7.76,5.75,3.7,17,24.2,5.3,-11.0,18.3,364.0,Reduced movement,No,Subclinical
COW-2286,8,10.12,6.83,4.4,15,30.0,7.3,38.9,23.8,582.3,Normal movement,No,Normal
COW-2287,4,10.05,6.87,4.5,12,31.9,8.2,-12.8,19.0,538.1,Normal movement,No,Normal
COW-2288,3,5.43,5.17,3.2,19,12.2,2.4,-12.0,8.0,282.3,Muscle tremors,Yes,Moderate
COW-2289,2,7.11,7.12,2.1,-1,23.1,5.4,-11.9,18.1,473.5,Lethargic,No,Subclinical
COW-2290,2,10.22,7.31,3.6,23,32.5,8.0,19.5,21.2,566.0,Normal movement,No,Normal
COW-2291,4,6.57,5.99,3.2,-2,35.0,3.5,9.7,17.4,316.1,Reduced movement,No,Mild
COW-2292,7,6.6,3.46,4.6,25,42.3,4.2,35.8,14.1,333.3,Reduced movement,No,Mild
COW-2293,2,8.08,5.67,2.2,7,16.9,5.5,10.0,17.0,428.6,Normal movement,No,Subclinical
COW-2294,6,4.0,5.01,3.4,0,26.2,1.9,-3.7,5.2,189.9,Reduced movement,Yes,Critical
COW-2295,2,6.54,4.19,3.5,15,14.6,3.0,12.3,12.7,362.6,Unable to stand,No,Mild
COW-2296,7,3.67,4.48,2.8,-2,35.4,0.8,-5.7,4.4,160.1,Unable to stand,Yes,Critical
COW-2297,3,10.23,5.16,2.9,-2,18.3,7.9,-3.7,18.3,572.6,Lethargic,No,Normal
COW-2298,7,5.42,6.95,4.0,5,42.0,2.2,-10.9,9.0,235.6,Reduced movement,Yes,Moderate
COW-2299,8,6.8,3.97,3.6,21,16.0,4.2,15.0,17.0,265.4,Muscle tremors,No,Mild
COW-2300,8,5.21,5.7,4.6,27,16.2,2.9,22.5,13.8,285.0,Lethargic,Yes,Moderate
COW-2301,6,7.32,6.93,3.8,22,24.1,6.5,36.0,19.8,353.4,Normal movement,No,Subclinical
COW-2302,1,7.56,6.9,2.4,-5,22.8,6.9,-14.9,16.2,410.8,Unable to stand,No,Subclinical
COW-2303,3,8.86,7.96,4.0,18,10.5,8.9,3.4,20.3,473.9,Muscle tremors,No,Normal
COW-2304,5,4.07,7.69,2.2,3,21.5,0.7,6.9,4.4,158.2,Muscle tremors,Yes,Critical
COW-2305,1,6.5,6.12,3.6,29,40.4,4.1,37.4,16.1,285.3,Reduced movement,No,Mild
COW-2306,1,5.77,4.15,4.5,22,44.1,3.6,17.9,14.7,263.0,Lethargic,Yes,Moderate
COW-2307,5,7.91,6.05,3.7,-1,32.7,5.6,0.6,18.0,476.9,Muscle tremors,No,Subclinical
COW-2308,8,6.87,3.46,4.8,10,41.3,4.5,7.1,12.2,348.2,Muscle tremors,No,Mild
COW-2309,3,7.04,7.82,2.2,24,27.3,6.2,14.3,16.4,467.0,Muscle tremors,No,Subclinical
COW-2310,7,7.71,4.6,3.7,26,44.8,6.4,-12.9,15.8,475.1,Unable to stand,No,Subclinical
COW-2311,1,9.3,3.26,2.8,-4,33.2,7.6,32.7,22.4,485.6,Muscle tremors,No,Normal
COW-2312,6,7.96,4.4,3.6,16,39.8,6.1,-0.2,15.2,368.7,Reduced movement,No,Subclinical
COW-2313,7,4.14,6.06,2.6,10,32.2,1.1,-7.7,4.8,179.2,Unable to stand,Yes,Critical
COW-2314,5,6.71,5.73,4.7,1,21.9,4.7,-6.0,13.3,391.1,Normal movement,No,Mild
COW-2315,6,6.17,3.89,4.8,19,15.9,4.5,16.6,16.3,389.8,Muscle tremors,No,Mild
COW-2316,4,4.72,4.85,2.7,27,13.7,0.8,24.1,7.2,173.8,Lethargic,Yes,Critical
COW-2317,8,7.73,3.08,3.0,26,37.1,6.9,0.8,19.7,433.8,Lethargic,No,Subclinical
COW-2318,4,9.11,7.12,2.2,2,42.0,8.9,17.9,24.1,584.1,Reduced movement,No,Normal
COW-2319,6,9.66,4.05,2.9,15,20.3,7.8,-9.1,18.3,575.8,Lethargic,No,Normal
COW-2320,4,9.96,5.38,4.5,28,13.4,8.1,28.9,24.2,572.6,Muscle tremors,No,Normal
COW-2321,1,5.01,7.32,4.4,13,43.3,3.2,28.6,14.7,198.0,Normal movement,Yes,Moderate
COW-2322,3,6.41,5.96,3.4,-2,31.2,4.2,30.9,17.7,268.3,Muscle tremors,No,Mild
COW-2323,6,8.76,4.74,2.5,3,42.7,9.5,15.7,21.7,578.5,Muscle tremors,No,Normal
COW-2324,6,8.21,5.69,2.8,5,14.8,6.2,23.8,17.1,463.1,Unable to stand,No,Subclinical
COW-2325,5,9.58,6.98,3.0,13,16.2,8.0,-7.9,22.1,594.7,Unable to stand,No,Normal
COW-2326,2,5.73,7.26,4.6,-3,15.5,2.9,1.9,10.3,196.3,Reduced movement,Yes,Moderate
COW-2327,4,7.1,7.96,2.3,15,40.4,5.5,-11.2,18.2,473.9,Normal movement,No,Subclinical
COW-2328,8,8.57,3.91,2.3,14,20.0,7.6,13.6,22.4,533.3,Unable to stand,No,Normal
COW-2329,8,7.2,5.12,4.7,23,35.2,6.9,1.1,18.5,490.5,Muscle tremors,No,Subclinical
COW-2330,1,8.76,7.6,2.9,-1,28.4,9.5,29.3,24.9,555.6,Reduced movement,No,Normal
COW-2331,2,6.66,3.72,4.5,-5,31.9,3.4,19.3,12.4,280.0,Normal movement,No,Mild
COW-2332,1,8.24,4.02,3.7,17,10.8,6.0,-5.9,17.1,423.4,Muscle tremors,No,Subclinical
COW-2333,2,7.93,5.32,2.8,18,29.7,5.4,-0.4,15.9,402.5,Reduced movement,No,Subclinical
COW-2334,1,7.46,6.35,3.4,30,18.4,6.2,-9.4,17.6,466.3,Normal movement,No,Subclinical
COW-2335,3,8.01,5.29,2.6,23,37.6,6.9,25.1,18.2,376.3,Unable to stand,No,Subclinical
COW-2336,3,6.86,5.88,3.7,8,35.9,4.9,33.5,14.0,275.9,Normal movement,No,Mild
COW-2337,6,6.59,5.75,2.7,5,21.4,4.2,5.0,15.8,285.4,Reduced movement,No,Mild
COW-2338,4,5.29,6.62,3.4,26,17.7,3.9,29.5,9.9,194.7,Lethargic,Yes,Moderate
COW-2339,1,9.64,6.87,3.8,2,16.3,7.8,9.6,19.8,571.6,Unable to stand,No,Normal
COW-2340,3,7.8,6.33,3.8,28,41.9,5.9,24.5,15.8,399.7,Reduced movement,No,Subclinical
COW-2341,6,7.19,3.65,2.1,1,14.7,6.9,5.0,19.7,427.8,Normal movement,No,Subclinical
COW-2342,3,7.05,7.05,4.1,24,28.2,5.1,12.8,18.8,423.3,Unable to stand,No,Subclinical
COW-2343,4,7.97,4.79,2.7,29,23.8,6.4,-11.7,19.4,450.1,Normal movement,No,Subclinical
COW-2344,5,10.46,5.86,4.4,15,13.8,7.7,-11.3,20.7,462.3,Reduced movement,No,Normal
COW-2345,2,3.53,6.65,3.8,17,33.2,0.7,-9.9,7.5,173.5,Reduced movement,Yes,Critical
COW-2346,4,7.08,7.96,2.2,26,13.3,6.6,38.2,19.6,436.5,Reduced movement,No,Subclinical
COW-2347,3,8.02,7.62,4.9,21,26.3,5.2,21.3,15.8,480.0,Normal movement,No,Subclinical
COW-2348,2,8.73,3.21,3.9,-3,25.6,8.1,24.8,18.7,587.0,Unable to stand,No,Normal
COW-2349,4,6.18,5.86,3.3,16,17.3,4.2,-14.3,16.4,255.6,Reduced movement,No,Mild
COW-2350,5,8.09,3.5,2.9,30,33.9,5.2,19.4,18.8,392.3,Reduced movement,No,Subclinical
COW-2351,1,5.52,4.88,2.1,7,34.5,2.7,5.2,8.9,251.6,Lethargic,Yes,Moderate
COW-2352,2,6.73,6.58,3.7,17,14.5,4.5,23.2,12.0,389.6,Muscle tremors,No,Mild
COW-2353,2,5.21,7.68,3.6,29,22.8,2.9,1.9,9.0,202.9,Reduced movement,Yes,Moderate
COW-2354,1,9.02,3.7,3.4,-2,24.8,7.2,4.9,23.2,473.4,Reduced movement,No,Normal
COW-2355,8,7.39,6.61,2.3,22,40.2,5.3,-13.8,18.1,416.5,Reduced movement,No,Subclinical
COW-2356,5,9.56,7.76,2.5,-5,17.8,9.8,24.1,18.7,497.9,Lethargic,No,Normal
COW-2357,1,8.75,5.48,4.7,23,22.9,8.8,34.1,24.4,510.8,Lethargic,No,Normal
COW-2358,6,6.4,5.13,2.5,10,18.8,4.4,31.3,18.0,305.8,Reduced movement,No,Mild
COW-2359,5,5.42,3.59,4.4,2,11.4,2.0,-13.5,8.3,187.1,Muscle tremors,Yes,Moderate
COW-2360,2,7.63,5.12,2.1,-5,28.1,5.6,29.7,19.7,423.3,Lethargic,No,Subclinical
COW-2361,3,7.83,3.3,2.3,27,11.5,6.7,9.9,15.5,401.4,Reduced movement,No,Subclinical
COW-2362,4,9.16,7.85,4.9,26,20.5,9.9,29.1,23.7,493.2,Reduced movement,No,Normal
COW-2363,4,8.55,5.64,3.1,22,34.6,8.7,17.8,19.3,529.8,Muscle tremors,No,Normal
COW-2364,2,9.62,6.89,3.8,5,38.8,8.0,35.6,25.0,570.5,Muscle tremors,No,Normal
COW-2365,7,5.8,3.32,2.7,3,34.5,2.9,11.1,9.0,222.4,Normal movement,Yes,Moderate
COW-2366,5,9.31,5.95,4.3,2,11.8,8.3,17.4,20.2,499.5,Muscle tremors,No,Normal
COW-2367,5,8.57,6.84,3.7,12,30.1,9.2,2.3,19.8,485.4,Normal movement,No,Normal
COW-2368,3,8.58,4.49,4.5,26,42.5,8.8,6.7,21.5,571.2,Unable to stand,No,Normal
COW-2369,8,7.89,6.43,4.4,19,31.1,6.3,26.2,16.0,438.5,Normal movement,No,Subclinical
COW-2370,7,8.34,5.43,3.7,10,18.2,5.3,-5.4,17.4,492.9,Lethargic,No,Subclinical
COW-2371,4,8.03,5.91,4.7,23,38.2,6.9,-11.3,18.3,439.3,Lethargic,No,Subclinical
COW-2372,7,10.2,3.25,3.4,29,39.5,9.9,-9.2,19.0,482.2,Muscle tremors,No,Normal
COW-2373,3,9.82,4.3,4.5,29,43.0,9.0,29.0,22.4,549.1,Reduced movement,No,Normal
COW-2374,8,8.26,3.11,4.5,27,31.9,6.8,38.1,15.4,416.7,Unable to stand,No,Subclinical
COW-2375,2,10.44,3.69,4.3,23,43.1,9.8,33.6,24.3,495.6,Unable to stand,No,Normal
COW-2376,4,7.8,3.06,2.5,-4,19.1,5.9,-12.4,17.5,415.7,Muscle tremors,No,Subclinical
COW-2377,2,10.16,4.5,3.2,0,42.7,7.5,13.1,19.3,534.5,Muscle tremors,No,Normal
COW-2378,5,6.71,3.75,4.2,20,30.3,4.2,39.9,14.5,385.6,Muscle tremors,No,Mild
COW-2379,1,6.24,7.52,2.3,22,13.9,4.2,8.5,13.4,267.7,Muscle tremors,No,Mild
COW-2380,4,5.16,5.79,3.0,19,22.4,2.6,27.8,14.3,262.9,Muscle tremors,Yes,Moderate
COW-2381,7,7.25,6.51,2.8,19,23.4,6.3,-1.3,19.4,488.9,Lethargic,No,Subclinical
COW-2382,7,3.54,3.06,3.7,1,23.5,1.2,-6.2,5.9,87.8,Lethargic,Yes,Critical
COW-2383,4,8.16,5.51,3.7,9,19.3,5.8,7.0,17.7,368.8,Unable to stand,No,Subclinical
COW-2384,1,10.26,7.95,4.3,23,31.1,7.4,-11.3,19.8,521.9,Normal movement,No,Normal
COW-2385,2,6.08,7.48,5.0,10,22.5,3.1,26.6,18.0,266.9,Unable to stand,No,Mild
COW-2386,3,6.9,4.07,4.2,-5,22.0,4.7,39.0,16.3,266.2,Normal movement,No,Mild
COW-2387,6,5.5,3.11,2.5,12,36.3,2.2,12.3,10.3,279.6,Lethargic,Yes,Moderate
COW-2388,2,9.36,4.37,4.4,21,24.1,9.0,-11.5,24.1,554.6,Muscle tremors,No,Normal
COW-2389,2,5.7,6.77,3.9,29,28.9,2.3,34.9,9.8,244.6,Normal movement,Yes,Moderate
COW-2390,8,5.75,5.07,4.5,1,37.6,2.3,31.2,9.9,233.1,Unable to stand,Yes,Moderate
COW-2391,7,9.75,5.69,4.4,10,34.5,9.8,17.0,21.8,542.5,Unable to stand,No,Normal
COW-2392,5,8.3,3.45,3.0,11,44.3,5.8,29.2,16.6,483.9,Normal movement,No,Subclinical
COW-2393,3,9.94,5.39,3.1,19,41.1,9.0,-12.6,18.4,553.1,Normal movement,No,Normal
COW-2394,2,9.34,6.76,3.7,20,17.2,9.2,2.3,19.6,539.4,Muscle tremors,No,Normal
COW-2395,3,3.64,4.89,2.0,-4,30.8,1.4,20.8,6.0,151.9,Lethargic,Yes,Critical
COW-2396,5,5.48,4.88,3.1,12,37.5,3.2,25.7,9.3,215.2,Unable to stand,Yes,Moderate
COW-2397,7,6.45,3.07,4.4,14,21.0,3.1,32.6,16.7,289.3,Muscle tremors,No,Mild
COW-2398,6,6.48,6.84,4.9,7,37.3,3.1,29.3,14.7,392.9,Normal movement,No,Mild
COW-2399,4,8.2,6.92,4.6,6,37.0,5.7,3.5,19.0,481.4,Lethargic,No,Subclinical
COW-2400,7,9.77,3.05,4.8,22,15.6,8.8,-4.7,20.4,588.8,Reduced movement,No,Normal
COW-2401,3,10.43,6.47,3.4,20,14.7,9.4,2.4,21.0,582.2,Normal movement,No,Normal
COW-2402,2,7.11,7.55,4.6,11,28.7,5.6,13.4,19.9,363.8,Muscle tremors,No,Subclinical
COW-2403,1,4.56,5.58,3.2,26,44.7,2.0,-8.0,4.1,137.0,Normal movement,Yes,Critical
COW-2404,6,9.39,5.23,5.0,21,37.7,9.4,31.9,18.1,570.3,Muscle tremors,No,Normal
COW-2405,2,10.34,6.8,3.4,9,25.1,7.2,23.3,21.7,484.3,Muscle tremors,No,Normal
COW-2406,1,5.42,7.92,4.8,6,20.8,2.7,-8.2,13.7,200.3,Unable to stand,Yes,Moderate
COW-2407,4,6.45,7.75,2.1,22,18.9,4.8,20.9,14.2,362.9,Lethargic,No,Mild
COW-2408,6,6.67,3.7,2.6,23,20.0,4.7,14.5,17.1,261.5,Muscle tremors,No,Mild
COW-2409,2,6.41,6.32,3.9,5,27.1,4.8,-13.3,14.4,280.9,Unable to stand,No,Mild
COW-2410,3,8.15,5.71,4.4,-1,31.2,6.8,6.3,16.8,351.9,Reduced movement,No,Subclinical
COW-2411,5,5.3,6.96,2.7,29,27.6,3.3,-7.0,8.2,253.1,Unable to stand,Yes,Moderate
COW-2412,6,5.76,7.32,4.4,1,28.0,3.8,24.3,8.1,282.9,Muscle tremors,Yes,Moderate
COW-2413,5,7.72,4.39,2.8,18,19.2,5.1,8.5,17.1,498.3,Unable to stand,No,Subclinical
COW-2414,6,9.88,6.92,2.3,15,18.4,8.4,17.8,22.3,517.6,Reduced movement,No,Normal
COW-2415,5,8.22,5.13,3.8,27,37.2,6.5,33.7,19.0,435.2,Unable to stand,No,Subclinical
COW-2416,6,9.46,7.2,4.0,11,23.2,9.1,-13.0,23.9,465.7,Normal movement,No,Normal
COW-2417,7,5.64,5.78,2.7,23,15.7,2.4,-2.0,8.9,204.4,Unable to stand,Yes,Moderate
COW-2418,3,5.88,4.96,4.5,8,44.4,4.0,13.4,12.6,240.0,Unable to stand,Yes,Moderate
COW-2419,4,5.15,4.15,4.7,-4,12.2,2.2,13.7,13.7,181.8,Muscle tremors,Yes,Moderate
COW-2420,2,7.06,7.34,4.8,25,35.0,5.1,-8.3,19.2,439.5,Unable to stand,No,Subclinical
COW-2421,5,8.88,6.62,4.7,13,42.5,8.2,20.7,18.7,459.3,Normal movement,No,Normal
COW-2422,1,8.1,5.75,2.4,15,20.8,5.6,32.6,18.9,465.0,Unable to stand,No,Subclinical
COW-2423,2,8.57,7.18,3.2,6,10.1,7.6,30.0,23.4,452.5,Lethargic,No,Normal
COW-2424,7,4.11,5.18,4.9,19,24.8,0.6,-9.9,4.1,162.7,Normal movement,Yes,Critical
COW-2425,7,5.82,7.2,5.0,9,44.5,2.6,-14.9,8.6,190.8,Muscle tremors,Yes,Moderate
COW-2426,2,7.56,6.09,2.1,-5,22.9,6.6,15.9,19.6,390.3,Reduced movement,No,Subclinical
COW-2427,4,7.41,6.11,2.5,24,37.5,5.3,14.0,17.7,435.1,Unable to stand,No,Subclinical
COW-2428,2,7.66,6.07,3.1,18,38.1,7.0,8.6,18.3,422.8,Lethargic,No,Subclinical
COW-2429,2,7.8,3.63,4.8,3,25.1,6.8,23.6,15.1,439.2,Lethargic,No,Subclinical
COW-2430,3,7.53,6.81,4.9,18,42.7,5.6,36.7,15.4,478.2,Muscle tremors,No,Subclinical
COW-2431,6,8.36,3.45,4.2,26,20.4,5.2,18.1,17.4,393.6,Normal movement,No,Subclinical
COW-2432,3,9.06,5.18,2.5,4,31.1,8.8,11.3,22.1,591.0,Unable to stand,No,Normal
COW-2433,8,7.07,6.61,3.1,3,13.7,6.4,15.4,20.0,482.6,Lethargic,No,Subclinical
COW-2434,1,7.45,3.71,4.5,18,27.4,6.6,-15.0,15.6,476.7,Unable to stand,No,Subclinical
COW-2435,1,8.63,5.05,4.9,24,16.0,8.2,30.5,24.5,584.8,Lethargic,No,Normal
COW-2436,8,5.89,7.44,4.7,12,10.2,3.0,-10.1,14.4,253.3,Unable to stand,Yes,Moderate
COW-2437,3,6.14,7.97,2.2,29,42.3,3.5,28.7,14.7,263.5,Lethargic,No,Mild
COW-2438,2,8.62,7.74,2.3,18,44.1,8.1,18.6,21.9,554.7,Muscle tremors,No,Normal
COW-2439,2,5.88,6.74,2.1,18,18.0,3.3,29.9,10.2,231.3,Muscle tremors,Yes,Moderate
COW-2440,3,8.9,4.57,2.0,25,19.0,7.1,23.5,18.5,514.5,Normal movement,No,Normal
COW-2441,5,5.51,3.7,3.7,24,24.5,2.7,15.5,10.1,277.3,Reduced movement,Yes,Moderate
COW-2442,7,5.31,3.58,4.5,0,43.6,3.2,28.6,10.0,236.7,Unable to stand,Yes,Moderate
COW-2443,8,5.18,6.85,4.3,-3,19.0,2.6,-12.5,11.8,205.6,Lethargic,Yes,Moderate
COW-2444,7,6.2,7.85,4.4,18,25.3,3.4,13.8,14.8,294.5,Reduced movement,No,Mild
COW-2445,3,9.34,5.18,4.2,23,16.8,7.2,15.1,24.0,596.9,Lethargic,No,Normal
COW-2446,4,5.49,7.61,4.4,14,24.2,3.9,-7.4,10.2,207.3,Normal movement,Yes,Moderate
COW-2447,1,9.39,4.8,3.9,17,12.8,8.3,37.9,19.9,457.5,Reduced movement,No,Normal
COW-2448,3,9.96,7.51,3.0,-3,27.3,7.0,23.5,18.2,590.5,Normal movement,No,Normal
COW-2449,2,6.8,6.89,4.8,1,31.0,3.2,22.8,12.5,265.0,Reduced movement,No,Mild
COW-2450,5,9.91,3.89,3.9,20,35.1,8.3,5.4,20.7,553.0,Reduced movement,No,Normal
COW-2451,5,9.9,3.41,2.4,23,41.5,7.2,28.2,19.2,450.1,Unable to stand,No,Normal
COW-2452,1,7.01,3.25,3.0,16,17.5,6.7,24.6,18.8,454.9,Reduced movement,No,Subclinical
COW-2453,6,5.87,6.17,3.9,-3,25.3,3.3,-12.6,12.8,211.2,Muscle tremors,Yes,Moderate
COW-2454,8,9.91,7.65,4.1,18,32.5,9.5,35.2,21.2,532.6,Normal movement,No,Normal
COW-2455,7,9.08,6.61,2.6,2,10.1,9.0,4.2,19.5,495.6,Normal movement,No,Normal
COW-2456,7,5.04,3.36,2.9,1,43.4,3.2,39.5,14.8,214.1,Lethargic,Yes,Moderate
COW-2457,3,5.86,4.87,3.7,4,11.6,2.7,6.3,13.3,209.2,Normal movement,Yes,Moderate
COW-2458,8,9.64,5.14,4.7,30,12.1,8.7,15.1,22.5,509.7,Muscle tremors,No,Normal
COW-2459,1,8.09,6.47,2.4,8,33.2,6.8,16.4,20.0,425.1,Lethargic,No,Subclinical
COW-2460,6,10.22,6.79,4.5,16,21.5,7.1,-3.0,20.7,518.8,Lethargic,No,Normal
COW-2461,2,5.44,4.96,2.9,24,28.8,4.0,-4.9,10.2,195.6,Normal movement,Yes,Moderate
COW-2462,3,6.2,3.08,4.4,-3,32.5,3.4,34.1,14.0,264.3,Normal movement,No,Mild
COW-2463,1,7.89,4.27,2.0,2,13.1,6.9,6.6,17.8,412.1,Reduced movement,No,Subclinical
COW-2464,1,5.25,5.28,4.3,30,37.6,3.4,14.9,14.7,290.8,Lethargic,Yes,Moderate
COW-2465,3,5.08,3.84,2.1,10,24.7,3.2,29.2,12.2,230.8,Reduced movement,Yes,Moderate
COW-2466,3,5.41,7.92,4.7,3,10.0,2.7,9.5,9.3,210.7,Normal movement,Yes,Moderate
COW-2467,3,5.2,6.5,2.5,5,12.4,3.5,34.9,8.0,202.7,Unable to stand,Yes,Moderate
COW-2468,8,5.65,6.86,3.5,8,28.7,3.4,3.3,12.0,232.0,Unable to stand,Yes,Moderate
COW-2469,6,9.64,6.45,3.1,28,11.6,8.4,-12.2,24.8,475.1,Lethargic,No,Normal
COW-2470,8,5.48,5.74,3.1,4,27.8,3.6,17.0,12.2,205.9,Reduced movement,Yes,Moderate
COW-2471,5,5.3,7.98,2.4,25,15.7,3.8,-12.0,14.1,258.9,Unable to stand,Yes,Moderate
COW-2472,5,9.57,6.31,2.5,11,13.1,8.9,0.3,23.9,484.3,Lethargic,No,Normal
